SEMANA,FECHA,TURNO,EXTRUSORA,OPERADOR,N° DE PEDIDO,NOMBRE DE PEDIDO,CLAVE SAP,TIPO DE PRODUCTO,MEDIDA DE LA BOLSA,TRATADO,ANCHO DE PELICULA,N° DE ROLLO,CALIBRE PEDIDO,CALIBRE REAL,MOTIVO DEL CORTE,HORA INICIO,HORA FINAL,KILOS/HORA,PRODUCTO CONFORME,% DE PRODUCTO CONFORME,RECUP.,% DE RECUP,BASURA,% DE BASURA,CONSUMO MP,% MATERIA PRIMA,REC.AREA ROLLO,REC.AREA SELLADO,RECUPERADO DEVOLUCION ROLLO,HORAS DE TRABAJO,,,,,,,,,,,,,,,,,,
5,"miércoles, 30 de enero de 2019",3,11,ANDRES,SAP-1705,TECNOPUE,,HIELO,20.5X32,1 CARA,36.5 CM,24,133.00,139.2,CORTE NORMAL,01:44 AM,04:14 AM,30.80,77,100.00%,0,0.00%,0,0.00%,77,100.00%,,,,2.50,,,,,,,,,,,,,,,,,,
5,"miércoles, 30 de enero de 2019",2,4,MARCIAL,SAP-1717,IRIS,,CAMISETA AD,25+16X50,2 CARAS,82.0 CM,1,110.00,113.11,ARRANQUE,06:15 PM,08:25 PM,57.23,124,96.50%,3.5,2.72%,1,0.81%,128.5,100.03%,,,,2.17,,,,,,,,,,,,,,,,,,
5,"miércoles, 30 de enero de 2019",2,4,MARCIAL,SAP-1717,IRIS,,CAMISETA AD,25+16X50,2 CARAS,82.0 CM,2,110.00,104.26,CORTE NORMAL,08:25 PM,09:45 PM,58.50,78,100.00%,0,0.00%,0,0.00%,78,100.00%,,,,1.33,,,,,,,,,,,,,,,,,,
5,"miércoles, 30 de enero de 2019",3,4,ANDRES,SAP-1717,IRIS,,CAMISETA AD,25+16X50,2 CARAS,82.0 CM,3,110.00,103.5,CORTE NORMAL,09:45 PM,12:16 AM,55.63,140,100.00%,0,0.00%,0,0.00%,140,100.00%,,,,2.52,,,,,,,,,,,,,,,,,,
5,"miércoles, 30 de enero de 2019",3,4,ANDRES,SAP-1717,IRIS,,CAMISETA AD,25+16X50,2 CARAS,82.0 CM,4,110.00,105,FALLA ELECTRICA,12:16 AM,12:32 AM,60.00,16,100.00%,0,0.00%,0,0.00%,16,100.00%,,,,0.27,,,,,,,,,,,,,,,,,,
5,"miércoles, 30 de enero de 2019",3,4,ANDRES,SAP-1717,IRIS,,CAMISETA AD,25+16X50,2 CARAS,82.0 CM,0,110.00,0,FALLA ELECTRICA,12:32 AM,01:07 AM,0.00,0,0.00%,7,93.33%,0.5,#DIV/0!,7.5,#DIV/0!,,,,0.58,,,,,,,,,,,,,,,,,,
5,"miércoles, 30 de enero de 2019",3,4,ANDRES,SAP-1717,IRIS,,CAMISETA AD,25+16X50,2 CARAS,82.0 CM,5,110.00,105.4,CORTE NORMAL,01:07 AM,03:30 AM,55.80,133,100.00%,0,0.00%,0,0.00%,133,100.00%,,,,2.38,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",1,5,J.MANUEL,SAP-300119,SANCHEZ,,ROLLO,30X40,N/A,29.0 CM,6,29.00,32.5,CORTE NORMAL,03:53 AM,08:05 AM,14.29,60,100.00%,0,0.00%,0,0.00%,60,100.00%,,,,4.20,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",1,5,J.MANUEL,SAP-300119,SANCHEZ,,ROLLO,30X40,N/A,29.0 CM,7,29.00,29.1,CORTE NORMAL,08:05 AM,10:22 AM,14.45,33,94.29%,2,5.71%,0,0.00%,35,100.00%,,,,2.28,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",1,5,J.MANUEL,SAP-300119,SANCHEZ,,ROLLO,30X40,N/A,29.0 CM,8,29.00,28.6,BAJADA DE GLOBO,10:22 AM,11:14 AM,10.38,9,73.17%,3.3,26.83%,0,0.00%,12.3,100.00%,,,,0.87,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",1,5,J.MANUEL,SAP-300119,SANCHEZ,,ROLLO,30X40,N/A,29.0 CM,9,29.00,29.2,CORTE NORMAL,11:14 AM,12:55 PM,14.26,24,100.00%,0,0.00%,0,0.00%,24,100.00%,,,,1.68,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",1,7,J.MANUEL,SAP-250119,SANCHEZ,,ROLLO,20X30,N/A,40.0 CM,11,28.00,28.5,CORTE NORMAL,04:35 AM,08:15 AM,16.64,61,91.04%,6,8.96%,0,0.00%,67,100.00%,,,,3.67,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",1,7,J.MANUEL,SAP-250119,SANCHEZ,,ROLLO,20X30,N/A,40.0 CM,12,28.00,28.41,CORTE NORMAL,08:15 AM,12:00 PM,18.13,68,100.00%,0,0.00%,0,0.00%,68,100.00%,,,,3.75,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",1,10,J.MANUEL,SAP-280119,MONTERREY,,ROLLO,25X35,N/A,50.0 CM,19,28.00,28.7,PARO DE MAQUINA,04:38 AM,11:40 AM,23.46,165,100.00%,0,0.00%,0,0.00%,165,100.00%,,,,7.03,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",1,13,J.MANUEL,SAP-300119,SANCHEZ,,ROLLO,15X27,N/A,30.0 CM,6,27.00,26.09,CORTE NORMAL,04:45 AM,12:00 PM,13.38,97,100.00%,0,0.00%,0,0.00%,97,100.00%,,,,7.25,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",2,5,MARCIAL,SAP-300119,SANCHEZ,,ROLLO,30X40,N/A,29.0 CM,10,29.00,30.18,CORTE NORMAL,12:55 PM,02:42 PM,15.14,27,100.00%,0,0.00%,0,0.00%,27,100.00%,,,,1.78,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",2,5,MARCIAL,SAP-300119A,SANCHEZ,,ROLLO,30X40,N/A,29.0 CM,1,29.00,32.9,CAMBIO DE MEDIDA,02:42 PM,05:55 PM,14.61,47,100.00%,0,0.00%,0,0.00%,47,100.00%,,,,3.22,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",2,11,MARCIAL,SAP-300119,SANCHEZ,,ROLLO,15X27,N/A,30.0 CM,7,27.00,27.27,CAMBIO DE MEDIDA,03:20 PM,06:30 PM,16.42,52,90.75%,5.3,9.25%,0,0.00%,57.3,100.00%,,,,3.17,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",2,5,MARCIAL,SAP-300119A,SANCHEZ,,ROLLO,30X40,N/A,29.0 CM,2,29.00,28.45,CORTE NORMAL,05:55 PM,08:35 PM,14.25,38,100.00%,0,0.00%,0,0.00%,38,100.00%,,,,2.67,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",2,7,MARCIAL,SAP-250119,SANCHEZ,,ROLLO,20X30,N/A,40.0 CM,13,28.00,29.54,CORTE NORMAL,12:00 PM,07:30 PM,18.40,138,100.00%,0,0.00%,0,0.00%,138,100.00%,,,,7.50,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",2,13,MARCIAL,SAP-300119,SANCHEZ,,ROLLO,15X27,N/A,30.0 CM,8,27.00,26.63,CORTE NORMAL,12:00 PM,08:30 PM,13.29,113,100.00%,0,0.00%,0,0.00%,113,100.00%,,,,8.50,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",2,11,MARCIAL,SAP-300119,SANCHEZ,,ROLLO,15X27,N/A,30.0 CM,9,27.00,27.62,CORTE NORMAL,06:30 PM,08:37 PM,17.01,36,100.00%,0,0.00%,0,0.00%,36,100.00%,,,,2.12,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,5,ANDRES,SAP-300119A,SANCHEZ,,ROLLO,30X40,N/A,29.0 CM,3,29.00,28.3,CORTE NORMAL,08:35 PM,12:15 AM,14.73,54,100.00%,0,0.00%,0,0.00%,54,100.00%,,,,3.67,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,5,ANDRES,SAP-300119A,SANCHEZ,,ROLLO,30X40,N/A,29.0 CM,4,29.00,29.4,CORTE NORMAL,12:15 AM,04:30 AM,14.59,62,100.00%,0,0.00%,0,0.00%,62,100.00%,,,,4.25,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,7,ANDRES,SAP-250119,SANCHEZ,,ROLLO,20X30,N/A,40.0 CM,14,28.00,30.1,CORTE NORMAL,07:30 PM,11:27 PM,16.96,67,93.06%,5,6.94%,0,0.00%,72,100.00%,,,,3.95,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,7,ANDRES,SAP-250119,SANCHEZ,,ROLLO,20X30,N/A,40.0 CM,15,28.00,31,CORTE NORMAL,11:27 PM,02:50 AM,18.03,61,100.00%,0,0.00%,0,0.00%,61,100.00%,,,,3.38,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,7,ANDRES,SAP-250119,SANCHEZ,,ROLLO,20X30,N/A,40.0 CM,16,28.00,31.6,CORTE NORMAL,02:50 AM,04:48 AM,18.81,37,100.00%,0,0.00%,0,0.00%,37,100.00%,,,,1.97,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,11,ANDRES,SAP-300119,SANCHEZ,,ROLLO,15X27,N/A,30.0 CM,10,27.00,28.3,CORTE NORMAL,08:37 PM,12:25 AM,16.84,64,100.00%,0,0.00%,0,0.00%,64,100.00%,,,,3.80,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,13,ANDRES,SAP-300119,SANCHEZ,,ROLLO,15X27,N/A,30.0 CM,11,27.00,29.46,CORTE NORMAL,08:30 PM,01:50 AM,13.31,71,100.00%,0,0.00%,0,0.00%,71,100.00%,,,,5.33,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,11,ANDRES,SAP-300119,SANCHEZ,,ROLLO,15X27,N/A,30.0 CM,12,27.00,29,CORTE NORMAL,12:25 AM,02:21 AM,17.07,33,100.00%,0,0.00%,0,0.00%,33,100.00%,,,,1.93,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,13,ANDRES,SAP-300119,SANCHEZ,,ROLLO,15X27,N/A,30.0 CM,0,27.00,0,INESTABILIDAD,01:50 AM,02:15 AM,0.00,0,0.00%,6,100.00%,0,#DIV/0!,6,#DIV/0!,,,,0.42,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,13,ANDRES,SAP-300119,SANCHEZ,,ROLLO,15X27,N/A,30.0 CM,13,27.00,31.6,CORTE NORMAL,02:15 AM,04:40 AM,14.90,36,100.00%,0,0.00%,0,0.00%,36,100.00%,,,,2.42,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,11,ANDRES,SAP-300119,SANCHEZ,,ROLLO,15X27,N/A,30.0 CM,14,27.00,27.1,CORTE NORMAL,02:21 AM,04:40 AM,16.40,38,100.00%,0,0.00%,0,0.00%,38,100.00%,,,,2.32,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,11,ANDRES,SAP-300119,SANCHEZ,,ROLLO,15X27,N/A,30.0 CM,15,27.00,28.8,BAJADA DE GLOBO,04:40 AM,05:07 AM,15.56,7,93.33%,0.5,6.67%,0,0.00%,7.5,100.00%,,,,0.45,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",1,4,J.MANUEL,SAP-1717A,IRIS,,PLANA AD,25X75,1 CARA,75.0 CM,2,110.00,107.4,CORTE NORMAL,05:06 AM,07:33 AM,55.92,137,100.00%,0,0.00%,0,0.00%,137,100.00%,,,,2.45,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",1,4,J.MANUEL,SAP-1717A,IRIS,,PLANA AD,25X75,1 CARA,75.0 CM,3,110.00,105.85,CORTE NORMAL,07:33 AM,09:45 AM,51.82,114,100.00%,0,0.00%,0,0.00%,114,100.00%,,,,2.20,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",1,8,J.MANUEL,SAP-1710,EL LLANO,,HIELO,28X60,1 CARA,60.0 CM,6,167.40,172,CORTE NORMAL,04:37 AM,07:30 AM,48.55,140,100.00%,0,0.00%,0,0.00%,140,100.00%,,,,2.88,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",1,8,J.MANUEL,SAP-1710,EL LLANO,,HIELO,28X60,1 CARA,60.0 CM,7,167.40,172.7,CAMBIO DE MEDIDA,07:30 AM,09:50 AM,45.86,107,95.03%,5.6,4.97%,0,0.00%,112.6,100.00%,,,,2.33,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",1,8,J.MANUEL,SAP-1709,TECNOVER,,HIELO,45X75+5,1 CARA,75.0 CM,1,209.00,215.6,CORTE NORMAL,09:50 AM,12:00 PM,50.31,109,100.00%,0,0.00%,0,0.00%,109,100.00%,,,,2.17,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",1,11,J.MANUEL,SAP-1705,TECNOPUE,,HIELO,20.5X32,1 CARA,36.5 CM,25,133.00,136.3,CORTE NORMAL,04:14 AM,07:40 AM,33.50,115,100.00%,0,0.00%,0,0.00%,115,100.00%,,,,3.43,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",1,11,J.MANUEL,SAP-1705,TECNOPUE,,HIELO,20.5X32,1 CARA,36.5 CM,26,133.00,138.16,CORTE NORMAL,07:40 AM,10:35 AM,33.60,98,100.00%,0,0.00%,0,0.00%,98,100.00%,,,,2.92,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",1,11,J.MANUEL,SAP-1705,TECNOPUE,,HIELO,20.5X32,1 CARA,36.5 CM,27,133.00,135.9,CORTE NORMAL,10:35 AM,12:35 PM,32.50,65,100.00%,0,0.00%,0,0.00%,65,100.00%,,,,2.00,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",2,11,MARCIAL,SAP-1705,TECNOPUE,,HIELO,20.5X32,1 CARA,36.5 CM,28,133.00,132.36,CORTE NORMAL,12:35 PM,02:30 PM,32.87,63,100.00%,0,0.00%,0,0.00%,63,100.00%,,,,1.92,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",2,8,MARCIAL,SAP-1709,TECNOVER,,HIELO,45X75+5,1 CARA,77.5 CM,2,209.00,210.65,CORTE NORMAL,12:00 PM,03:00 PM,50.00,150,100.00%,0,0.00%,0,0.00%,150,100.00%,,,,3.00,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",2,8,MARCIAL,SAP-1709,TECNOVER,,HIELO,45X75+5,1 CARA,77.5 CM,3,209.00,210.66,PARO DE MAQUINA,03:00 PM,05:30 PM,50.80,127,100.00%,0,0.00%,0,0.00%,127,100.00%,,,,2.50,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",1,4,J.MANUEL,SAP-1717B,IRIS,,CAMISETA AD,30+18X55,2 CARAS,96.0 CM,1,110.00,105.2,CORTE NORMAL,09:45 AM,12:00 PM,56.44,127,100.00%,0,0.00%,0,0.00%,127,100.00%,,,,2.25,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",2,4,MARCIAL,SAP-1717B,IRIS,,CAMISETA AD,30+18X55,2 CARAS,96.0 CM,2,110.00,107.96,CORTE NORMAL,12:00 PM,04:03 PM,56.30,228,100.00%,0,0.00%,0,0.00%,228,100.00%,,,,4.05,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",2,4,MARCIAL,SAP-1717B,IRIS,,CAMISETA AD,30+18X55,2 CARAS,96.0 CM,3,110.00,106.88,CORTE NORMAL,04:03 PM,06:25 PM,54.93,130,100.00%,0,0.00%,0,0.00%,130,100.00%,,,,2.37,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",2,4,MARCIAL,SAP-1717C,IRIS,,CAMISETA AD,40+20X70,2 CARAS,60.0 CM,1,110.00,105.52,CAMBIO DE MEDIDA,06:25 PM,07:50 PM,49.41,70,95.24%,3.5,4.76%,0,0.00%,73.5,100.00%,,,,1.42,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",2,4,MARCIAL,SAP-1717C,IRIS,,CAMISETA AD,40+20X70,2 CARAS,60.0 CM,2,110.00,111.85,CORTE NORMAL,07:50 PM,09:02 PM,50.83,61,100.00%,0,0.00%,0,0.00%,61,100.00%,,,,1.20,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",2,4,MARCIAL,SAP-1717C,IRIS,,CAMISETA AD,40+20X70,2 CARAS,60.0 CM,3,110.00,105.29,BAJADA DE GLOBO,09:02 PM,09:22 PM,39.00,13,83.87%,2.5,16.13%,0,0.00%,15.5,100.00%,,,,0.33,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,4,ANDRES,SAP-1717C,IRIS,,CAMISETA AD,40+20X70,2 CARAS,60.0 CM,4,110.00,104.9,CORTE NORMAL,09:22 PM,11:02 PM,50.40,84,100.00%,0,0.00%,0,0.00%,84,100.00%,,,,1.67,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,4,ANDRES,SAP-1717C,IRIS,,CAMISETA AD,40+20X70,2 CARAS,60.0 CM,5,110.00,99.5,CORTE NORMAL,11:02 PM,12:31 AM,49.89,74,100.00%,0,0.00%,0,0.00%,74,100.00%,,,,1.48,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,4,ANDRES,SAP-1724,FARMACIAS UNION,,CAMISETA AD,25+18X50,1 CARA,86.0 CM,0,77.00,0,CAMBIO DE MEDIDA,12:31 AM,12:50 AM,0.00,0,0.00%,16,96.97%,0.5,#DIV/0!,16.5,#DIV/0!,,,,0.32,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,4,ANDRES,SAP-1724,FARMACIAS UNION,,CAMISETA AD,25+18X50,1 CARA,86.0 CM,1,77.00,74.1,CORTE NORMAL,12:50 AM,02:38 AM,50.56,91,100.00%,0,0.00%,0,0.00%,91,100.00%,,,,1.80,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,4,ANDRES,SAP-1724,FARMACIAS UNION,,CAMISETA AD,25+18X50,1 CARA,86.0 CM,2,77.00,74.17,CORTE NORMAL,02:38 AM,04:40 AM,55.57,113,100.00%,0,0.00%,0,0.00%,113,100.00%,,,,2.03,,,,,,,,,,,,,,,,,,
5,"jueves, 31 de enero de 2019",3,4,ANDRES,SAP-1724,FARMACIAS UNION,,CAMISETA AD,25+18X50,1 CARA,86.0 CM,3,77.00,73.4,CORTE NORMAL,04:40 AM,05:44 AM,49.69,53,98.15%,1,1.85%,0,0.00%,54,100.00%,,,,1.07,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",1,5,J.MANUEL,SAP-300119A,SANCHEZ,,ROLLO,30X40,N/A,29.0 CM,5,29.00,29.4,CORTE NORMAL,04:30 AM,07:50 AM,14.40,48,100.00%,0,0.00%,0,0.00%,48,100.00%,,,,3.33,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",1,5,J.MANUEL,SAP-300119A,SANCHEZ,,ROLLO,30X40,N/A,29.0 CM,0,29.00,0,BAJADA DE GLOBO,07:50 AM,08:45 AM,0.00,0,0.00%,11.5,100.00%,0,#DIV/0!,11.5,#DIV/0!,,,,0.92,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",1,5,J.MANUEL,SAP-300119A,SANCHEZ,,ROLLO,30X40,N/A,29.0 CM,6,29.00,28,CORTE NORMAL,08:45 AM,09:30 AM,14.67,11,100.00%,0,0.00%,0,0.00%,11,100.00%,,,,0.75,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",1,5,J.MANUEL,SAP-300119A,SANCHEZ,,ROLLO,30X40,N/A,29.0 CM,7,29.00,26.5,PARO DE MAQUINA,09:30 AM,12:45 PM,14.46,47,100.00%,0,0.00%,0,0.00%,47,100.00%,,,,3.25,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",1,7,J.MANUEL,SAP-250119,SANCHEZ,,ROLLO,20X30,N/A,40.0 CM,17,28.00,25.2,CORTE NORMAL,04:48 AM,08:17 AM,16.65,58,88.55%,7.5,11.45%,0,0.00%,65.5,100.00%,,,,3.48,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",1,7,J.MANUEL,SAP-250119,SANCHEZ,,ROLLO,20X30,N/A,40.0 CM,18,28.00,30.3,CORTE NORMAL,08:17 AM,12:10 PM,18.80,73,100.00%,0,0.00%,0,0.00%,73,100.00%,,,,3.88,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",1,11,J.MANUEL,SAP-300119,SANCHEZ,,ROLLO,15X27,N/A,30.0 CM,16,27.00,27.84,CORTE NORMAL,05:07 AM,08:00 AM,15.95,46,100.00%,0,0.00%,0,0.00%,46,100.00%,,,,2.88,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",1,11,J.MANUEL,SAP-300119,SANCHEZ,,ROLLO,15X27,N/A,30.0 CM,18,27.00,29.83,CORTE NORMAL,08:00 AM,12:10 PM,17.04,71,100.00%,0,0.00%,0,0.00%,71,100.00%,,,,4.17,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",1,11,J.MANUEL,SAP-300119,SANCHEZ,,ROLLO,15X27,N/A,30.0 CM,19,27.00,25.5,CAMBIO DE MEDIDA,12:10 PM,01:05 PM,16.36,15,100.00%,0,0.00%,0,0.00%,15,100.00%,,,,0.92,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",1,13,J.MANUEL,SAP-300119,SANCHEZ,,ROLLO,15X27,N/A,30.0 CM,17,27.00,28.5,CORTE NORMAL,04:40 AM,12:08 PM,15.00,112,100.00%,0,0.00%,0,0.00%,112,100.00%,,,,7.47,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",1,11,J.MANUEL,SAP-250119,SANCHEZ,,ROLLO,20X30,N/A,40.0 CM,0,28.00,0,CAMBIO DE MEDIDA,01:50 PM,01:50 PM,#DIV/0!,0,0.00%,7,100.00%,0,#DIV/0!,7,#DIV/0!,,,,0.00,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",2,7,MARCIAL,SAP-250119,SANCHEZ,,ROLLO,20X30,N/A,40.0 CM,19,28.00,32.4,CORTE NORMAL,12:10 PM,05:40 PM,18.55,102,100.00%,0,0.00%,0,0.00%,102,100.00%,,,,5.50,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",2,13,MARCIAL,SAP-300119,SANCHEZ,,ROLLO,15X27,N/A,30.0 CM,20,27.00,28.72,CORTE NORMAL,12:08 PM,03:10 PM,14.84,45,100.00%,0,0.00%,0,0.00%,45,100.00%,,,,3.03,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",2,11,MARCIAL,SAP-250119,SANCHEZ,,ROLLO,20X30,N/A,40.0 CM,20,28.00,29.38,CORTE NORMAL,01:50 PM,06:30 PM,20.36,95,100.00%,0,0.00%,0,0.00%,95,100.00%,,,,4.67,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",2,13,MARCIAL,SAP-010219,MONTERREY,,ROLLO,15X27,N/A,30.0 CM,1,27.00,28,CORTE NORMAL,03:10 PM,08:30 PM,15.00,80,100.00%,0,0.00%,0,0.00%,80,100.00%,,,,5.33,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",3,11,ANDRES,SAP-250119,SANCHEZ,,ROLLO,20X30,N/A,40.0 CM,21,28.00,25.5,CORTE NORMAL,06:36 PM,10:08 PM,20.94,74,100.00%,0,0.00%,0,0.00%,74,100.00%,,,,3.53,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",3,11,ANDRES,SAP-250119,SANCHEZ,,ROLLO,20X30,N/A,40.0 CM,0,28.00,0,CAMBIO DE MEDIDA,10:05 PM,10:08 PM,0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,,,,0.05,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",3,11,ANDRES,SAP-010219,MONTERREY,,ROLLO,20X30,N/A,40.0 CM,1,28.00,29,CORTE NORMAL,10:08 PM,02:20 AM,21.43,90,100.00%,0,0.00%,0,0.00%,90,100.00%,,,,4.20,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",3,11,ANDRES,SAP-010219,MONTERREY,,ROLLO,20X30,N/A,40.0 CM,2,28.00,31,CORTE NORMAL,02:20 AM,04:23 AM,21.46,44,100.00%,0,0.00%,0,0.00%,44,100.00%,,,,2.05,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",3,13,ANDRES,SAP-010219,MONTERREY,,ROLLO,15X27,N/A,30.0 CM,2,27.00,27.4,CORTE NORMAL,08:30 PM,02:27 AM,14.45,86,100.00%,0,0.00%,0,0.00%,86,100.00%,,,,5.95,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",3,13,ANDRES,SAP-010219,MONTERREY,,ROLLO,15X27,N/A,30.0 CM,3,27.00,29.5,CORTE NORMAL,02:27 AM,04:30 AM,15.12,31,100.00%,0,0.00%,0,0.00%,31,100.00%,,,,2.05,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",1,4,J.MANUEL,SAP-1724,FARMACIAS UNION,,CAMISETA AD,25+18X50,1 CARA,86.0 CM,4,77.00,69.5,BAJADA DE GLOBO,06:15 AM,08:10 AM,51.65,99,96.59%,3.5,3.41%,0,0.00%,102.5,100.00%,,,,1.92,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",1,4,J.MANUEL,SAP-1724,FARMACIAS UNION,,CAMISETA AD,25+18X50,1 CARA,86.0 CM,5,77.00,69.5,BAJADA DE GLOBO,08:10 AM,09:10 AM,55.00,55,98.21%,1,1.79%,0,0.00%,56,100.00%,,,,1.00,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",1,4,J.MANUEL,SAP-1724,FARMACIAS UNION,,CAMISETA AD,25+18X50,1 CARA,86.0 CM,0,77.00,0,CAMBIO DE FILTRO,09:10 AM,10:20 AM,0.00,0,0.00%,25.1,92.62%,2,#DIV/0!,27.1,#DIV/0!,,,,1.17,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",1,4,J.MANUEL,SAP-1724,FARMACIAS UNION,,CAMISETA AD,25+18X50,1 CARA,86.0 CM,6,77.00,77.1,CORTE NORMAL,10:20 AM,12:10 PM,54.55,100,100.00%,0,0.00%,0,0.00%,100,100.00%,,,,1.83,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",2,4,MARCIAL,SAP-1724,FARMACIAS UNION,,CAMISETA AD,25+18X50,1 CARA,86.0 CM,7,77.00,73.92,BAJADA DE GLOBO,12:10 PM,02:30 PM,53.14,124,96.12%,5,3.88%,0,0.00%,129,100.00%,,,,2.33,,,,,,,,,,,,,,,,,,
5,"viernes, 1 de febrero de 2019",2,4,MARCIAL,SAP-1724,FARMACIAS UNION,,CAMISETA AD,25+18X50,1 CARA,86.0 CM,8,77.00,71.33,CORTE NORMAL,02:30 PM,05:55 PM,53.85,184,100.00%,0,0.00%,0,0.00%,184,100.00%,,,,3.42,,,,,,,,,,,,,,,,,,
